               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.022794,           0.0068417,            0.004003,             0.96915,             0.90332,             0.96658,             0.56775,            0.028702,           0.0046985,           0.0020237,            0.002179,            0.002179,            0.002179
                 160,            0.022408,            0.006931,           0.0042856,             0.94324,             0.92778,             0.97116,             0.51432,            0.032488,           0.0047727,           0.0016676,           0.0021295,           0.0021295,           0.0021295
                 161,            0.022637,           0.0068989,           0.0038071,             0.94322,             0.94034,              0.9668,             0.61924,            0.026352,           0.0046285,           0.0020794,             0.00208,             0.00208,             0.00208
                 162,            0.022938,           0.0068284,           0.0040244,             0.94446,             0.94143,             0.96198,             0.59753,            0.027064,           0.0044367,           0.0015685,           0.0020305,           0.0020305,           0.0020305
                 163,            0.022421,           0.0068807,           0.0041388,             0.88497,             0.94038,             0.96586,             0.57725,            0.029022,            0.004613,           0.0022257,            0.001981,            0.001981,            0.001981
                 164,            0.022341,           0.0068992,           0.0041083,             0.95676,             0.92368,             0.96224,              0.5542,            0.029964,           0.0045776,           0.0035634,           0.0019315,           0.0019315,           0.0019315
                 165,            0.022102,            0.006698,           0.0040603,             0.95382,               0.925,             0.95978,             0.49782,            0.032937,           0.0047476,             0.00291,            0.001882,            0.001882,            0.001882
                 166,            0.022961,           0.0065653,           0.0041911,              0.9542,             0.94462,             0.97728,              0.5347,            0.031285,           0.0046912,            0.002021,           0.0018325,           0.0018325,           0.0018325
                 167,            0.022976,           0.0067235,           0.0038455,             0.95271,             0.91046,             0.96874,             0.54031,            0.030637,           0.0047127,           0.0032525,            0.001783,            0.001783,            0.001783
                 168,            0.021468,           0.0067188,           0.0047355,             0.93638,             0.92732,             0.97484,             0.58254,            0.027991,           0.0045174,           0.0024011,           0.0017335,           0.0017335,           0.0017335
                 169,            0.021583,           0.0067121,           0.0033838,             0.94542,             0.92325,             0.97323,             0.62671,            0.025644,           0.0045776,           0.0028044,            0.001684,            0.001684,            0.001684
                 170,            0.021935,           0.0066894,           0.0038398,             0.94663,             0.90404,             0.96275,               0.561,            0.028645,           0.0046757,           0.0035764,           0.0016345,           0.0016345,           0.0016345
                 171,            0.021482,           0.0065101,           0.0030122,             0.95056,             0.92244,              0.9652,             0.58115,            0.027228,           0.0045619,           0.0030024,            0.001585,            0.001585,            0.001585
                 172,            0.020663,           0.0062946,           0.0030868,             0.94354,             0.93135,              0.9686,               0.524,            0.032688,           0.0048013,           0.0035736,           0.0015355,           0.0015355,           0.0015355
                 173,            0.021345,            0.006393,           0.0031281,             0.93648,             0.92568,             0.97797,             0.61971,            0.025953,           0.0045472,           0.0021634,            0.001486,            0.001486,            0.001486
                 174,            0.020554,            0.006355,            0.002915,             0.94149,             0.92881,              0.9719,             0.57146,            0.028889,           0.0046072,            0.002717,           0.0014365,           0.0014365,           0.0014365
                 175,            0.020504,           0.0062551,           0.0036008,             0.94145,             0.93797,             0.97593,             0.55264,            0.030191,           0.0046562,           0.0029889,            0.001387,            0.001387,            0.001387
                 176,            0.020935,           0.0065001,           0.0034081,              0.9185,             0.94305,             0.97562,             0.58248,            0.028477,           0.0044228,           0.0030099,           0.0013375,           0.0013375,           0.0013375
                 177,            0.020926,           0.0064942,           0.0041389,             0.93544,             0.92862,             0.96816,             0.61707,            0.025417,           0.0043368,           0.0037019,            0.001288,            0.001288,            0.001288
                 178,            0.020786,           0.0061369,            0.003673,             0.94207,             0.91904,             0.95892,             0.58198,            0.028121,           0.0046115,           0.0033392,           0.0012385,           0.0012385,           0.0012385
                 179,            0.020385,           0.0061562,           0.0034012,              0.9429,             0.94609,             0.96939,             0.56106,            0.030177,           0.0045187,           0.0025764,            0.001189,            0.001189,            0.001189
                 180,            0.019965,           0.0062936,           0.0034084,             0.93318,             0.90728,             0.96472,             0.57668,            0.027835,           0.0047473,            0.003254,           0.0011395,           0.0011395,           0.0011395
                 181,            0.019948,           0.0062054,            0.003292,             0.94583,             0.93396,             0.97194,             0.59582,            0.027162,           0.0044817,           0.0033039,             0.00109,             0.00109,             0.00109
                 182,            0.019839,           0.0061278,           0.0027665,             0.95286,             0.94067,             0.98083,             0.60655,            0.027035,           0.0044011,           0.0018091,           0.0010405,           0.0010405,           0.0010405
                 183,            0.019727,           0.0061916,           0.0036284,             0.95136,             0.92672,              0.9666,             0.59489,            0.026983,           0.0043389,            0.004188,            0.000991,            0.000991,            0.000991
                 184,            0.019616,           0.0061293,           0.0029144,             0.94283,             0.93396,             0.97268,             0.55894,            0.029994,           0.0045606,            0.002675,           0.0009415,           0.0009415,           0.0009415
                 185,             0.01978,           0.0061937,           0.0035282,             0.94029,             0.91865,              0.9685,             0.51215,            0.033115,           0.0047793,           0.0029217,            0.000892,            0.000892,            0.000892
                 186,            0.019326,           0.0061814,           0.0028797,             0.94438,             0.92206,              0.9634,              0.6172,            0.025482,             0.00445,           0.0036501,           0.0008425,           0.0008425,           0.0008425
                 187,            0.019117,           0.0060529,           0.0032572,             0.93635,             0.93521,               0.967,             0.53911,            0.031814,           0.0046911,            0.003077,            0.000793,            0.000793,            0.000793
                 188,             0.01951,           0.0061009,           0.0033556,             0.94056,             0.93128,             0.96461,             0.61146,            0.026642,           0.0043311,           0.0031308,           0.0007435,           0.0007435,           0.0007435
                 189,            0.019524,           0.0062599,            0.003591,             0.94174,             0.92995,             0.97547,             0.62768,            0.026262,           0.0042642,            0.002125,            0.000694,            0.000694,            0.000694
                 190,            0.019632,           0.0061142,           0.0028899,             0.95107,             0.92259,             0.96776,             0.56615,            0.029695,           0.0045114,           0.0034999,           0.0006445,           0.0006445,           0.0006445
                 191,            0.018958,           0.0060812,           0.0031139,             0.95029,             0.92029,             0.96981,             0.54435,            0.030928,           0.0045383,           0.0039605,            0.000595,            0.000595,            0.000595
                 192,            0.019122,           0.0060059,           0.0032007,              0.9431,             0.91535,             0.96227,             0.57555,            0.028405,           0.0044175,           0.0041966,           0.0005455,           0.0005455,           0.0005455
                 193,             0.01858,           0.0059819,           0.0030656,             0.95719,             0.92628,             0.96757,             0.53928,            0.031397,           0.0045229,           0.0035616,            0.000496,            0.000496,            0.000496
                 194,            0.018301,           0.0058219,           0.0027646,             0.94541,             0.93092,             0.97632,             0.59249,            0.027885,           0.0043588,           0.0036854,           0.0004465,           0.0004465,           0.0004465
                 195,            0.018331,           0.0059795,           0.0032965,              0.9491,             0.92623,             0.97527,             0.58931,            0.027498,           0.0043734,           0.0039319,            0.000397,            0.000397,            0.000397
                 196,            0.018272,           0.0060684,           0.0029255,             0.96529,             0.91425,             0.97247,             0.60202,            0.027192,           0.0043805,           0.0037766,           0.0003475,           0.0003475,           0.0003475
                 197,            0.018547,           0.0059744,            0.002848,             0.96324,             0.91222,             0.97044,             0.59785,               0.027,           0.0044243,            0.004042,            0.000298,            0.000298,            0.000298
                 198,            0.017922,           0.0058818,           0.0030083,             0.96615,             0.91374,             0.97592,             0.61272,            0.026725,           0.0043937,           0.0034705,           0.0002485,           0.0002485,           0.0002485
                 199,            0.017916,           0.0057041,           0.0020617,             0.97355,             0.91649,             0.97681,             0.57721,            0.028566,           0.0044662,           0.0030968,            0.000199,            0.000199,            0.000199
